Timestamp,number_of_viruses,number_of_cells,number_of_dead_cells
18560,1,100,0
18625,1,100,0
18690,2,100,0
18751,2,100,0
18815,2,100,0
18877,3,100,0
18942,3,100,0
19005,3,100,0
19068,3,100,0
19131,4,100,0
19197,4,100,0
19259,4,100,0
19325,4,100,0
19385,4,100,0
19449,4,100,0
19513,4,100,0
19576,4,100,0
19640,4,100,0
19703,4,100,0
19765,4,100,0
19828,4,100,0
19892,4,100,0
19957,4,100,0
20018,4,100,0
20083,4,100,0
20149,4,100,0
20211,4,100,0
20276,4,100,0
20345,4,100,0
20406,4,100,0
20474,4,100,0
20530,4,100,0
20595,4,100,0
20658,4,100,0
20724,4,100,0
20783,4,100,0
20844,4,100,0
20909,4,100,0
20973,4,100,0
21035,4,100,0
21097,4,100,0
21162,4,100,0
21226,4,100,0
21290,4,100,0
21359,4,100,0
21419,4,100,0
21481,4,100,0
21544,4,100,0
21609,4,100,0
21670,4,100,0
21743,4,100,0
21799,4,100,0
21860,4,100,0
21923,4,100,0
21987,4,100,0
22052,4,100,0
22113,4,100,0
22176,4,100,0
22241,3,100,0
22303,3,100,0
22365,3,100,0
22431,3,100,0
22492,3,100,0
22556,3,100,0
22623,3,100,0
22683,3,100,0
22746,3,100,0
22809,3,100,0
22873,3,100,0
22937,3,100,0
22999,3,100,0
23064,3,100,0
23126,3,100,0
23191,3,100,0
23253,3,100,0
23318,3,100,0
23382,3,100,0
23446,3,100,0
23509,3,100,0
23575,3,100,0
23638,3,100,0
23701,3,100,0
23764,2,100,0
23871,3,100,0
23936,3,100,0
24002,3,100,0
24063,3,100,0
24127,3,100,0
24195,3,100,0
24257,4,100,0
24316,4,100,0
24381,4,100,0
24445,4,100,0
24509,4,100,0
24573,4,100,0
24636,4,100,0
24700,4,100,0
24763,4,100,0
24827,4,100,0
24891,4,100,0
24956,4,100,0
25019,4,100,0
25083,4,100,0
25148,4,100,0
25209,4,100,0
25275,4,100,0
25339,4,100,0
25401,4,100,0
25465,4,100,0
25529,4,100,0
25593,4,100,0
25659,4,100,0
25720,4,100,0
25785,4,100,0
25846,4,100,0
25910,4,100,0
25977,4,100,0
26073,4,100,0
26166,4,100,0
26225,4,100,0
26294,4,100,0
26355,4,100,0
26416,4,100,0
26478,4,100,0
26541,4,100,0
26606,4,100,0
26668,4,100,0
26733,4,100,0
26798,4,100,0
26860,4,100,0
26924,4,100,0
26981,4,100,0
27045,4,100,0
27109,4,100,0
27173,4,100,0
27232,4,100,0
27297,4,100,0
27360,4,100,0
27424,4,100,0
27488,4,100,0
27551,4,100,0
27613,4,100,0
27679,4,100,0
27741,4,100,0
27806,4,100,0
27868,4,100,0
27931,4,100,0
27995,4,100,0
28057,4,100,0
28123,4,100,0
28185,4,100,0
28247,4,100,0
28312,4,100,0
28416,4,100,0
28472,4,100,0
28535,4,100,0
28599,4,100,0
28661,4,100,0
28725,4,100,0
28790,4,100,0
28853,4,100,0
28918,5,100,0
28981,5,100,0
29045,5,100,0
29110,5,100,0
29175,5,100,0
29235,5,100,0
29300,5,100,0
29362,5,99,1
29431,5,99,1
29496,5,99,1
29555,5,99,1
29617,5,99,1
29685,7,99,1
29746,7,99,1
29810,7,99,1
29874,5,99,1
29935,5,99,1
29997,5,99,1
30060,5,99,1
30125,5,99,1
30193,5,99,1
30253,5,99,1
30318,5,99,1
30385,5,99,1
30449,5,99,1
30515,5,99,1
30580,5,99,1
30645,5,99,1
30718,5,99,1
30778,5,99,1
30844,5,99,1
30906,5,99,1
30972,5,99,1
31034,4,99,1
31096,4,99,1
31159,4,99,1
31225,4,99,1
31285,4,99,1
31348,4,99,1
31411,4,99,1
31478,4,99,1
31546,4,99,1
31602,4,99,1
31665,4,99,1
31727,4,99,1
31794,4,99,1
31856,4,99,1
31917,4,99,1
31981,4,99,1
32046,4,99,1
32109,4,99,1
32174,4,99,1
32236,4,99,1
32299,4,99,1
32362,4,99,1
32426,4,99,1
32490,4,99,1
32557,3,99,1
32617,3,99,1
32680,3,99,1
32745,3,99,1
32808,3,99,1
32871,3,99,1
32935,3,99,1
32996,3,99,1
33061,3,99,1
33125,3,99,1
33188,3,99,1
33252,3,99,1
33316,3,99,1
33378,3,99,1
33442,3,99,1
33508,3,99,1
33569,3,99,1
33633,3,99,1
33697,3,99,1
33759,3,99,1
33825,3,99,1
33888,3,99,1
33955,4,99,1
34016,4,99,1
34078,4,99,1
34147,5,99,1
34210,5,99,1
34269,5,99,1
34332,5,99,1
34396,5,99,1
34459,5,99,1
34523,5,99,1
34586,5,99,1
34648,5,99,1
34711,5,99,1
34775,5,99,1
34840,5,99,1
34902,5,99,1
34968,5,99,1
35031,5,99,1
35096,5,99,1
35160,5,99,1
35226,5,99,1
35284,5,99,1
35349,5,99,1
35413,5,99,1
35475,5,99,1
35541,5,99,1
35601,5,99,1
35666,5,99,1
35730,5,99,1
35791,5,99,1
35855,5,99,1
35919,5,99,1
35981,5,99,1
36045,5,99,1
36109,5,99,1
36171,5,99,1
36235,5,99,1
36301,5,99,1
36362,5,99,1
36426,5,99,1
36494,5,99,1
36554,5,99,1
36616,5,99,1
36681,5,99,1
36746,5,99,1
36813,4,99,1
36872,4,99,1
36933,4,99,1
36997,4,99,1
37061,4,99,1
37125,4,99,1
37189,4,99,1
37252,4,99,1
37315,4,99,1
37380,4,99,1
37444,4,99,1
37507,4,99,1
37579,4,99,1
37635,4,99,1
37696,4,99,1
37787,4,99,1
37868,4,99,1
37936,4,99,1
37998,4,99,1
38063,4,99,1
38128,4,99,1
38184,4,99,1
38249,4,99,1
38313,4,99,1
38376,3,99,1
38440,3,99,1
38502,3,99,1
38564,3,99,1
38628,3,99,1
38692,3,99,1
38760,3,99,1
38821,4,99,1
38883,4,99,1
38946,4,99,1
39009,4,99,1
39077,4,99,1
39134,5,99,1
39198,5,99,1
39262,5,99,1
39327,6,99,1
39390,6,99,1
39452,5,99,1
39514,5,99,1
39632,6,99,1
39692,6,99,1
39752,6,99,1
39816,6,99,1
39879,5,98,2
39943,5,98,2
40008,5,98,2
40071,5,98,2
40135,5,98,2
40196,5,98,2
40261,5,98,2
40328,5,98,2
40391,5,98,2
40453,5,98,2
40529,5,98,2
40600,5,98,2
40666,5,98,2
40728,5,98,2
40793,5,98,2
40846,5,98,2
40913,5,98,2
40977,5,98,2
41042,5,98,2
41102,5,98,2
41164,5,98,2
41229,5,98,2
41305,5,98,2
41374,5,98,2
41442,5,98,2
41498,5,98,2
41561,5,98,2
41630,5,98,2
41693,5,98,2
41751,5,98,2
41815,5,98,2
41880,5,98,2
41943,5,98,2
42007,5,98,2
42068,5,98,2
42132,5,98,2
42194,5,98,2
42259,5,98,2
42320,5,98,2
42383,5,98,2
42447,5,98,2
42510,5,98,2
42574,5,98,2
42637,4,98,2
42700,4,98,2
42763,4,98,2
42826,4,98,2
42891,4,98,2
42954,4,98,2
43017,4,98,2
43085,4,98,2
43146,4,98,2
43212,4,98,2
43279,4,98,2
43337,4,98,2
43400,4,98,2
43464,4,98,2
43528,4,98,2
43593,4,98,2
43656,4,98,2
43722,4,98,2
43782,4,98,2
43845,4,98,2
43911,4,98,2
43969,4,98,2
44033,4,98,2
44097,4,98,2
44162,4,98,2
44222,3,98,2
44284,3,98,2
44347,3,98,2
44412,5,98,2
44475,5,98,2
44538,5,98,2
44602,5,98,2
44664,5,98,2
44727,5,98,2
44795,6,98,2
44857,6,98,2
44919,6,98,2
44982,6,98,2
45046,6,98,2
45127,6,98,2
45195,6,98,2
45254,6,98,2
45317,6,98,2
45379,6,98,2
45449,6,98,2
45514,6,98,2
45577,6,98,2
45629,5,98,2
45697,5,98,2
45762,5,98,2
45822,5,98,2
45899,6,98,2
45966,5,98,2
46026,5,98,2
46089,5,98,2
46152,5,98,2
46216,5,98,2
46281,5,98,2
46342,5,98,2
46408,5,98,2
46470,5,98,2
46532,5,98,2
46598,5,98,2
46663,5,98,2
46731,5,98,2
46809,5,98,2
46864,5,98,2
46930,4,98,2
46994,4,98,2
47058,4,98,2
47120,4,98,2
47181,4,98,2
47244,4,98,2
47309,4,98,2
47372,4,98,2
47435,4,98,2
47500,4,98,2
47563,4,98,2
47631,4,98,2
47694,4,98,2
47753,4,98,2
47815,4,98,2
47879,4,98,2
47943,4,98,2
48005,4,98,2
48068,4,98,2
48131,4,98,2
48194,4,98,2
48258,4,98,2
48322,4,98,2
48393,4,98,2
48458,4,98,2
48515,4,98,2
48580,4,98,2
48647,4,98,2
48709,4,98,2
48770,4,98,2
48842,4,98,2
48912,4,98,2
48978,4,98,2
49037,4,98,2
49098,4,98,2
49163,4,98,2
49229,4,98,2
49292,4,98,2
49358,4,98,2
49452,4,98,2
49564,4,98,2
49848,4,98,2
50248,5,98,2
50399,5,98,2
50695,5,98,2
50863,5,98,2
51077,5,98,2
51411,5,98,2
51466,5,98,2
51711,5,98,2
51785,5,98,2
51898,5,98,2
52019,5,98,2
52210,5,98,2
52677,5,98,2
53033,6,98,2
53147,6,98,2
53484,6,98,2
53749,6,98,2
53818,6,98,2
54019,6,98,2
54106,6,98,2
54653,6,98,2
55182,7,97,3
55265,7,97,3
55486,7,97,3
55538,7,97,3
55602,7,97,3
55667,7,97,3
55729,7,97,3
55793,7,97,3
55857,7,97,3
55920,7,97,3
55984,7,97,3
56048,7,97,3
56112,7,97,3
56174,7,97,3
56239,7,97,3
56302,7,97,3
56366,7,97,3
56427,7,97,3
56491,7,97,3
56554,7,97,3
56616,7,97,3
56680,7,97,3
56743,7,97,3
56806,6,97,3
56870,6,97,3
56934,6,97,3
56998,6,97,3
57061,6,97,3
57125,6,97,3
57189,6,97,3
57252,6,97,3
57314,6,97,3
57378,6,97,3
57442,6,97,3
57505,6,97,3
57569,6,97,3
57633,6,97,3
57695,6,97,3
57762,6,97,3
57941,6,97,3
57997,7,97,3
58305,6,97,3
58582,6,97,3
58763,6,97,3
58819,6,97,3
58996,6,97,3
59099,6,97,3
59168,6,97,3
59466,6,97,3
59601,6,97,3
60007,6,97,3
60377,6,97,3
60470,6,97,3
60676,6,97,3
60780,6,97,3
61022,6,97,3
61165,6,97,3
61253,6,97,3
61379,6,97,3
61511,6,97,3
61569,6,97,3
61721,6,97,3
61863,6,97,3
62049,5,97,3
62206,5,97,3
62367,5,97,3
62486,5,97,3
62983,5,97,3
63197,5,97,3
63335,5,97,3
63560,5,97,3
63683,5,97,3
64132,5,97,3
64309,5,97,3
64421,5,97,3
64568,5,97,3
64687,5,97,3
65040,5,97,3
65194,5,97,3
65515,5,97,3
65577,5,97,3
65691,5,97,3
66031,5,97,3
66136,5,97,3
66284,5,97,3
66363,5,97,3
66454,5,97,3
66576,5,97,3
66680,5,97,3
66780,5,97,3
67070,5,97,3
67329,5,97,3
67442,5,97,3
67614,5,97,3
67718,5,97,3
67854,5,97,3
68105,5,97,3
68455,5,97,3
68598,5,97,3
68740,5,97,3
68802,5,97,3
68885,5,97,3
69004,6,97,3
69172,7,97,3
69268,7,97,3
69572,7,97,3
69656,7,97,3
69818,8,97,3
70063,8,97,3
70309,8,97,3
70694,9,97,3
70824,9,97,3
70981,9,97,3
71069,9,97,3
71201,9,97,3
71528,8,97,3
71696,8,97,3
72074,8,97,3
72151,8,97,3
72259,8,97,3
72397,8,97,3
72496,8,97,3
72619,8,97,3
72880,8,97,3
73154,8,97,3
73517,8,97,3
73584,8,97,3
73715,8,97,3
74013,8,97,3
74293,8,97,3
74530,7,97,3
74854,7,97,3
75079,7,97,3
75380,7,97,3
75622,7,97,3
75918,7,97,3
76176,8,97,3
76288,8,97,3
76537,8,97,3
76689,8,97,3
76957,8,97,3
77210,9,97,3
77508,9,97,3
77684,9,97,3
77839,9,97,3
78121,9,97,3
78351,9,97,3
78477,9,97,3
78618,9,97,3
78746,9,97,3
78838,9,97,3
78974,9,97,3
79206,9,97,3
79447,9,97,3
79754,9,97,3
80101,8,95,5
80317,7,95,5
80435,7,95,5
80525,7,95,5
80639,7,95,5
80874,7,95,5
81014,7,95,5
81089,7,95,5
81209,7,95,5
81488,7,95,5
81577,7,95,5
81654,7,95,5
81777,7,95,5
81875,7,95,5
81998,7,95,5
82098,7,95,5
82352,7,95,5
82480,7,95,5
82709,7,95,5
82836,7,95,5
82944,7,95,5
83055,7,95,5
83142,7,95,5
83232,7,95,5
83290,7,95,5
83398,7,95,5
83505,7,95,5
83607,7,95,5
83672,7,95,5
83746,7,95,5
83826,7,95,5
83919,7,95,5
83998,7,95,5
84076,7,95,5
84177,7,95,5
84268,7,95,5
84364,7,95,5
84458,7,95,5
84553,7,95,5
84740,7,95,5
84820,7,95,5
84906,7,95,5
85061,7,95,5
85154,7,95,5
85248,7,95,5
85420,7,95,5
85489,7,95,5
85589,7,95,5
85761,7,95,5
85838,7,95,5
85918,7,95,5
86008,7,95,5
86088,7,95,5
86163,6,95,5
86230,6,95,5
86322,6,95,5
86477,6,95,5
86571,5,95,5
86671,5,95,5
86760,5,95,5
86837,5,95,5
86907,5,95,5
86974,5,95,5
87044,5,95,5
87104,5,95,5
87163,5,95,5
87228,5,95,5
87294,5,95,5
87379,5,95,5
87473,5,95,5
87549,5,95,5
87623,5,95,5
87693,5,95,5
87763,5,95,5
87887,5,95,5
87959,5,95,5
88035,5,95,5
88097,5,95,5
88163,5,95,5
88224,5,95,5
88281,5,95,5
88342,5,95,5
88409,5,95,5
88473,5,95,5
88536,5,95,5
88598,5,95,5
88660,5,95,5
88725,5,95,5
88792,5,95,5
88852,5,95,5
88919,5,95,5
88976,5,95,5
89039,5,95,5
89105,5,95,5
89166,5,95,5
89229,5,95,5
89292,5,95,5
89357,5,95,5
89421,5,95,5
89483,5,95,5
89548,5,95,5
89608,5,95,5
89673,5,95,5
89740,5,95,5
89797,5,95,5
89861,5,95,5
89923,5,95,5
89988,5,95,5
90049,5,95,5
90113,5,95,5
90172,5,95,5
90238,5,95,5
90300,5,95,5
90364,5,95,5
90428,5,95,5
90492,5,95,5
90557,5,95,5
90622,5,95,5
90687,5,95,5
90746,5,95,5
90809,5,95,5
90876,5,95,5
90938,5,95,5
91003,5,95,5
91069,5,95,5
91128,5,95,5
91194,5,95,5
91254,5,95,5
91317,5,95,5
91380,5,95,5
91443,5,95,5
91509,5,95,5
91572,5,95,5
91640,5,95,5
91703,5,95,5
91765,5,95,5
91827,5,95,5
91891,5,95,5
91953,5,95,5
92016,5,95,5
92080,5,95,5
92153,5,95,5
92222,5,95,5
92292,5,95,5
92348,5,95,5
92411,5,95,5
92475,5,95,5
92538,5,95,5
92603,5,95,5
92666,5,95,5
92758,5,95,5
92825,5,95,5
92888,5,95,5
92954,5,95,5
93014,5,95,5
93079,5,95,5
93140,5,95,5
93205,5,95,5
93268,5,95,5
93331,5,95,5
93396,5,95,5
93458,5,95,5
93521,5,95,5
93586,5,95,5
93648,6,95,5
93713,6,95,5
93778,6,95,5
93840,6,95,5
93905,6,95,5
93967,6,95,5
94030,6,95,5
94098,6,95,5
94159,6,95,5
94224,6,95,5
94285,6,95,5
94348,6,95,5
94412,6,95,5
94482,6,95,5
94539,6,95,5
94605,6,95,5
94666,6,95,5
94731,6,95,5
94792,6,95,5
94855,6,95,5
94922,6,95,5
94981,6,95,5
95045,6,95,5
95108,6,95,5
95172,6,95,5
95237,6,95,5
95297,6,95,5
95362,6,95,5
95425,6,95,5
95492,6,95,5
95556,5,95,5
95620,5,95,5
95683,5,95,5
95746,5,95,5
95810,5,95,5
95872,5,95,5
95938,5,95,5
96004,5,95,5
96062,5,95,5
96125,5,95,5
96191,5,95,5
96252,5,95,5
96311,5,95,5
96376,5,95,5
96441,5,95,5
96505,5,95,5
96570,5,95,5
96629,5,94,6
96692,5,94,6
96757,5,94,6
96824,5,94,6
96887,5,94,6
96992,4,94,6
97083,4,94,6
97152,4,94,6
97214,4,94,6
97278,3,94,6
97338,3,94,6
97404,3,94,6
97465,3,94,6
97528,3,94,6
97592,3,94,6
97657,3,94,6
97723,3,94,6
97786,3,94,6
97848,3,94,6
97910,3,94,6
97975,3,94,6
98040,3,94,6
98108,3,94,6
98167,3,94,6
98227,3,94,6
98291,3,94,6
98354,3,94,6
98416,3,94,6
98480,3,94,6
98544,3,94,6
98607,3,94,6
98673,3,94,6
98737,3,94,6
98801,3,94,6
98902,3,94,6
98968,3,94,6
99041,3,94,6
99103,3,94,6
99163,3,94,6
99231,3,94,6
99288,3,94,6
99352,3,94,6
99413,4,94,6
99476,4,94,6
99538,4,94,6
99600,4,94,6
99664,4,94,6
99729,4,94,6
99792,4,94,6
99856,4,94,6
99920,4,94,6
99983,4,94,6
100045,4,94,6
100137,4,94,6
100204,4,94,6
100276,4,94,6
100335,4,94,6
100396,4,94,6
100458,4,94,6
100522,4,94,6
100588,4,94,6
100651,4,94,6
100715,4,94,6
100778,4,94,6
100842,4,94,6
100904,4,94,6
100970,4,94,6
101032,4,94,6
101098,4,94,6
101161,4,94,6
101228,4,94,6
101288,4,94,6
101351,4,94,6
101415,4,94,6
101482,4,94,6
101543,4,94,6
101607,4,94,6
101674,4,94,6
101735,4,94,6
101803,4,94,6
101860,4,94,6
101928,4,94,6
101991,4,94,6
102049,4,94,6
102111,4,94,6
102176,4,94,6
102239,4,94,6
102301,4,94,6
102365,4,94,6
102427,4,94,6
102491,4,94,6
102558,4,94,6
102615,4,94,6
102680,4,94,6
102745,4,94,6
102808,4,94,6
102875,4,94,6
102938,4,94,6
103000,4,94,6
103061,4,94,6
103124,4,94,6
103194,3,94,6
103254,3,94,6
103312,3,94,6
103376,3,94,6
103441,3,94,6
103507,3,94,6
103570,3,94,6
103630,3,94,6
103696,3,93,7
103759,3,93,7
103823,3,93,7
103882,3,93,7
103981,3,93,7
104059,3,93,7
104131,2,93,7
104238,2,93,7
104291,2,93,7
104381,2,93,7
104442,2,93,7
104516,2,93,7
104580,2,93,7
104645,3,93,7
104710,3,93,7
104772,3,93,7
104833,3,93,7
104894,2,93,7
104957,2,93,7
105024,2,93,7
105088,2,93,7
105146,2,93,7
105207,2,93,7
105276,2,93,7
105335,2,93,7
105407,2,93,7
105483,2,93,7
105550,2,93,7
105605,2,93,7
105666,2,93,7
105730,2,93,7
105797,2,93,7
105858,2,93,7
105930,2,93,7
105990,2,93,7
106046,2,93,7
106110,2,93,7
106181,2,93,7
106245,2,93,7
106300,2,93,7
106379,2,93,7
106444,2,93,7
106509,2,93,7
106574,2,93,7
106637,2,93,7
106699,2,93,7
106762,2,93,7
106827,2,93,7
106888,2,93,7
106949,2,93,7
107013,2,93,7
107078,2,93,7
107143,2,93,7
107204,2,93,7
107266,2,93,7
107329,2,93,7
107392,2,93,7
107456,2,93,7
107518,2,93,7
107581,2,93,7
107645,2,93,7
107708,2,93,7
107771,2,93,7
107833,2,93,7
107898,2,93,7
107961,2,93,7
108024,2,93,7
108093,2,93,7
108156,2,93,7
108211,2,93,7
108277,2,93,7
108340,2,93,7
108402,2,93,7
108465,2,93,7
108528,2,93,7
108591,2,93,7
108655,2,93,7
108726,2,93,7
108780,2,93,7
108844,2,93,7
108910,2,93,7
108973,2,93,7
109038,2,93,7
109106,2,93,7
109181,2,93,7
109240,2,93,7
109301,2,93,7
109362,2,93,7
109428,2,93,7
109492,2,93,7
109557,2,93,7
109622,2,92,8
109683,2,92,8
109746,2,92,8
109808,2,92,8
109874,2,92,8
109939,2,92,8
110001,1,92,8
110063,2,92,8
110125,2,92,8
110189,2,92,8
110251,2,92,8
110312,2,92,8
110376,2,92,8
110441,3,92,8
110505,3,92,8
110567,3,92,8
110630,3,92,8
110692,3,92,8
110758,3,92,8
110817,3,92,8
110881,3,92,8
110945,3,92,8
111011,3,92,8
111075,3,92,8
111139,3,92,8
111208,3,92,8
111265,3,92,8
111327,3,92,8
111389,3,92,8
111461,3,92,8
111517,3,92,8
111581,3,92,8
111646,3,92,8
111709,3,92,8
111774,3,92,8
111844,3,92,8
111899,3,92,8
111962,3,92,8
112028,3,92,8
112091,3,92,8
112153,3,92,8
112215,3,92,8
112279,3,92,8
112342,3,92,8
112405,3,92,8
112472,3,92,8
112532,3,92,8
112595,3,92,8
112658,3,92,8
112722,3,92,8
112786,3,92,8
112849,3,92,8
112913,3,92,8
112977,3,92,8
113041,3,92,8
113105,3,92,8
113167,3,92,8
113229,3,92,8
113297,3,92,8
113359,3,92,8
113422,3,92,8
113483,3,92,8
113547,3,92,8
113608,3,92,8
113673,3,92,8
113738,3,92,8
113800,3,92,8
113862,3,92,8
113923,3,92,8
113987,3,92,8
114050,3,92,8
114115,3,92,8
114176,3,92,8
114240,3,92,8
114304,3,92,8
114367,3,92,8
114432,3,92,8
114494,3,92,8
114559,3,92,8
114623,3,92,8
114686,3,92,8
114748,3,92,8
114810,3,92,8
114875,3,92,8
114940,3,92,8
115007,3,92,8
115062,3,92,8
115125,3,92,8
115191,4,92,8
115253,4,92,8
115316,4,92,8
115379,4,92,8
115443,4,92,8
115509,4,92,8
115574,4,92,8
115639,4,92,8
115698,4,92,8
115764,4,92,8
115828,4,92,8
115891,4,92,8
115955,4,92,8
116023,6,92,8
116082,6,92,8
116144,6,92,8
116207,6,92,8
116272,6,92,8
116337,6,92,8
116397,6,92,8
116460,6,92,8
116525,6,92,8
116587,6,92,8
116661,6,92,8
116717,6,92,8
116780,6,92,8
116842,6,92,8
116906,6,92,8
116969,6,92,8
117030,6,92,8
117095,6,92,8
117156,6,92,8
117219,6,92,8
117282,6,92,8
117345,6,92,8
117408,6,92,8
117473,6,92,8
117536,6,92,8
117603,6,92,8
117662,6,92,8
117724,6,92,8
117789,6,92,8
117853,6,92,8
117917,6,92,8
117981,6,92,8
118045,6,92,8
118108,6,92,8
118174,6,92,8
118234,6,92,8
118300,5,92,8
118360,5,92,8
118424,5,92,8
118489,5,92,8
118551,5,92,8
118615,4,92,8
118678,4,92,8
118741,4,92,8
118806,4,92,8
118868,4,92,8
118930,4,92,8
118992,4,92,8
119056,4,92,8
119119,4,92,8
119183,4,92,8
119246,4,92,8
119308,4,92,8
119373,4,92,8
119435,4,92,8
119498,4,92,8
119561,4,92,8
119623,4,92,8
119688,4,92,8
119749,4,92,8
119811,4,92,8
119877,4,92,8
119944,4,92,8
119999,4,92,8
120063,4,92,8
120125,4,92,8
120190,4,92,8
120253,4,92,8
120317,4,92,8
120381,5,92,8
120444,5,92,8
120507,5,92,8
120573,5,92,8
120633,6,92,8
120697,5,91,9
120759,5,91,9
120826,6,91,9
120893,6,91,9
120950,6,91,9
121013,6,91,9
121091,7,91,9
121158,7,91,9
121222,7,91,9
121291,7,91,9
121346,7,91,9
121409,6,91,9
121474,6,91,9
121538,6,91,9
121599,6,91,9
121661,6,91,9
121726,6,91,9
121790,6,91,9
121853,6,91,9
121916,6,91,9
121980,6,91,9
122075,6,91,9
122179,6,91,9
122250,6,91,9
122316,6,91,9
122381,6,91,9
122442,6,91,9
122504,6,91,9
122569,6,91,9
122633,6,91,9
122693,6,91,9
122758,6,91,9
122842,6,91,9
122917,6,91,9
